model	objective	reaction	status	value
./model.xml	obj	R_UACGAMDH2	optimal	1.5908505726730164
./model.xml	obj	R_UAG2E	optimal	1.5908505726730295
./model.xml	obj	R_UAGAAT2_1	optimal	0.0
./model.xml	obj	R_UAGCVT	optimal	0.0
./model.xml	obj	R_UAGDP	optimal	0.0
./model.xml	obj	R_UAGPT3	optimal	0.0
./model.xml	obj	R_UAMAGS	optimal	0.0
./model.xml	obj	R_UAMAS	optimal	0.0
./model.xml	obj	R_UAPGR	optimal	0.0
./model.xml	obj	R_UDCPDP	optimal	0.0
./model.xml	obj	R_UDCPDPS	optimal	1.5908505726730102
./model.xml	obj	R_UDCPPtppi	optimal	1.590850572672996
./model.xml	obj	R_UDPG4E	optimal	0.0
./model.xml	obj	R_UDPGD	optimal	1.5908505726730073
./model.xml	obj	R_UGLYCH	optimal	1.5908505726730144
./model.xml	obj	R_UGMDDS	optimal	0.0
./model.xml	obj	R_UHBZ1t_pp	optimal	1.590850572673022
./model.xml	obj	R_UHGADA	optimal	0.0
./model.xml	obj	R_UM3PL	optimal	1.5908505726730104
./model.xml	obj	R_UM4PCP	optimal	1.5908505726730158
./model.xml	obj	R_UM4PL	optimal	1.5908505726730187
./model.xml	obj	R_UMPK	optimal	0.0
./model.xml	obj	R_UNK3	optimal	1.5908505726729985
./model.xml	obj	R_UPP3MT	optimal	1.590850572673018
./model.xml	obj	R_UPP3S	optimal	1.5908505726730184
./model.xml	obj	R_UPPDC1	optimal	1.5908505726729985
./model.xml	obj	R_UPPN	optimal	1.4336179933546267
./model.xml	obj	R_UPPRT	optimal	1.5795073977372505
./model.xml	obj	R_URACPAH	optimal	1.590850572673026
./model.xml	obj	R_URAt2pp	optimal	1.5245382914597037
./model.xml	obj	R_URAtex	optimal	1.524538291459707
./model.xml	obj	R_URCN	optimal	1.5908505726730207
./model.xml	obj	R_UREA	optimal	1.5908505726730127
./model.xml	obj	R_UREAabcpp	optimal	1.5908505726729123
./model.xml	obj	R_UREAtex	optimal	1.5908505726730187
./model.xml	obj	R_UREAtpp	optimal	1.5908505726730273
./model.xml	obj	R_URIt2pp	optimal	1.5908505726730036
./model.xml	obj	R_URItex	optimal	1.590850572673008
./model.xml	obj	R_URO_c	optimal	1.5908505726730264
./model.xml	obj	R_USHD	optimal	0.0
./model.xml	obj	R_VALDHrirr	optimal	1.5908505726730144
./model.xml	obj	R_VALTA	optimal	1.5779315488076815
./model.xml	obj	R_VALabcpp	optimal	1.590850572673005
./model.xml	obj	R_VALt2rpp	optimal	1.5792927604124247
./model.xml	obj	R_VALtex	optimal	1.5792927604124039
./model.xml	obj	R_VANKpp	optimal	1.590850572673024
./model.xml	obj	R_VANLNtex	optimal	1.5908505726730189
./model.xml	obj	R_VANLTtex	optimal	1.5908505726730227
./model.xml	obj	R_VNLNpp	optimal	1.5908505726730156
./model.xml	obj	R_VNTDM	optimal	1.5908505726730298
./model.xml	obj	R_XAND	optimal	1.590850572673012
./model.xml	obj	R_XANt2pp	optimal	1.5908505726730016
./model.xml	obj	R_XANtex	optimal	1.590850572673003
./model.xml	obj	R_XPPT	optimal	1.5908505726730107
./model.xml	obj	R_XTSNH	optimal	1.5908505726730338
./model.xml	obj	R_XYLK	optimal	1.5908505726730147
./model.xml	obj	R_ZN2abcpp	optimal	1.590850572673034
./model.xml	obj	R_ZN2t3pp	optimal	1.590850572673012
./model.xml	obj	R_ZN2t4pp	optimal	1.590850572673016
./model.xml	obj	R_ZN2tpp	optimal	1.590850572673029
./model.xml	obj	R_ZNabcpp	optimal	1.5908505726730369
./model.xml	obj	R_Zn2tex	optimal	1.5908505726729993
./model.xml	obj	R_rJB00222	optimal	1.5908505726730238
./model.xml	obj	R_rJB00232	optimal	1.5908505726730198
./model.xml	obj	R_rJB00237	optimal	1.590850572673035
./model.xml	obj	R_rJB00258	optimal	1.4215168632110373
./model.xml	obj	R_rJB00259i	optimal	1.5908505726729123
./model.xml	obj	R_rJB00260	optimal	1.5908505726730249
./model.xml	obj	R_rJB00261	optimal	1.5908505726730298
./model.xml	obj	R_rJB00262	optimal	1.5908505726730238
./model.xml	obj	R_rJB00263	optimal	1.5908505726730258
./model.xml	obj	R_rJB00265	optimal	1.5908505726729123
./model.xml	obj	R_rJB00271	optimal	1.5908505726730233
./model.xml	obj	R_rJB00277	optimal	1.5908505726730207
./model.xml	obj	R_rJB00279_new	optimal	1.5908505726730195
./model.xml	obj	R_rJB00285	optimal	1.590850572673011
./model.xml	obj	R_rPY00162	optimal	0.0
./model.xml	obj	R_rPY00163	optimal	0.0
./model.xml	obj	R_rPY00164	optimal	0.0
./model.xml	obj	R_rPY00165	optimal	0.0
./model.xml	obj	R_rPY00166	optimal	0.0
./model.xml	obj	R_rPY00167	optimal	0.0
./model.xml	obj	R_rPY00168	optimal	0.0
./model.xml	obj	R_rPY00169	optimal	0.0
./model.xml	obj	R_rPY00170	optimal	0.0
./model.xml	obj	R_rPY00171	optimal	0.0
./model.xml	obj	R_rPY00172	optimal	0.0
./model.xml	obj	R_rPY00173	optimal	0.0
./model.xml	obj	R_rPY00174	optimal	0.0
./model.xml	obj	R_rPY00175	optimal	0.0
./model.xml	obj	R_rPY00176	optimal	0.0
./model.xml	obj	R_rPY00177	optimal	0.0
./model.xml	obj	R_rPY00180	optimal	0.0
./model.xml	obj	R_rPY00182	optimal	0.0
./model.xml	obj	R_rPY00183	optimal	0.0
./model.xml	obj	R_rPY00184	optimal	0.0
./model.xml	obj	R_rPY00214	optimal	1.5908505726730218
./model.xml	obj	R_rPY00215	optimal	1.590850572673025
./model.xml	obj	R_rPY00217	optimal	1.5908505726730293
./model.xml	obj	R_rPY00218	optimal	1.5908505726730058
./model.xml	obj	R_rPY00220	optimal	1.590850572673005
./model.xml	obj	R_rPY00221	optimal	0.0
./model.xml	obj	R_rPY00222	optimal	0.0
./model.xml	obj	R_rxn00177	optimal	1.4215168632110176
./model.xml	obj	R_rxn00222	optimal	1.5908505726730164
./model.xml	obj	R_rxn00295	optimal	1.5908505726730102
./model.xml	obj	R_rxn00394	optimal	1.5908505726730233
./model.xml	obj	R_rxn00455	optimal	1.590850572673022
./model.xml	obj	R_rxn00478	optimal	1.5908505726730184
./model.xml	obj	R_rxn00559	optimal	1.5908505726730402
./model.xml	obj	R_rxn00611	optimal	1.5908505726730207
./model.xml	obj	R_rxn00629	optimal	1.590850572673007
./model.xml	obj	R_rxn00671	optimal	1.5908505726730218
./model.xml	obj	R_rxn00689	optimal	1.5908505726730249
./model.xml	obj	R_rxn00728	optimal	1.5908505726730338
./model.xml	obj	R_rxn00738	optimal	1.5908505726730287
./model.xml	obj	R_rxn00779	optimal	1.5908505726730207
./model.xml	obj	R_rxn00992	optimal	1.5908505726730293
./model.xml	obj	R_rxn01437	optimal	1.5908505726730242
./model.xml	obj	R_rxn01734	optimal	1.4215168632110158
./model.xml	obj	R_rxn02569	optimal	1.5908505726729123
./model.xml	obj	R_rxn02842	optimal	1.590850572673052
./model.xml	obj	R_rxn03395	optimal	1.5908505726730269
./model.xml	obj	R_rxn04093	optimal	1.5908505726730058
./model.xml	obj	R_rxn04454	optimal	1.5908505726730244
./model.xml	obj	R_rxn05003	optimal	0.0
./model.xml	obj	R_rxn05028	optimal	0.0
./model.xml	obj	R_rxn05034	optimal	0.0
./model.xml	obj	R_rxn05091	optimal	1.5908505726730198
./model.xml	obj	R_rxn05092	optimal	1.5908505726730284
./model.xml	obj	R_rxn05214tppirr	optimal	1.590850572673016
./model.xml	obj	R_rxn05508	optimal	1.5908505726730204
./model.xml	obj	R_rxn05534	optimal	1.5908505726730127
./model.xml	obj	R_rxn05538	optimal	1.5908505726730402
./model.xml	obj	R_rxn05542	optimal	1.590850572673008
./model.xml	obj	R_rxn05614	optimal	1.5908505726730127
./model.xml	obj	R_rxn05620	optimal	1.5908505726730224
./model.xml	obj	R_rxn07099	optimal	1.5908505726730116
./model.xml	obj	R_rxn08229	optimal	0.0
./model.xml	obj	R_rxn08230	optimal	0.0
./model.xml	obj	R_rxn08231	optimal	0.0
./model.xml	obj	R_rxn08232	optimal	0.0
./model.xml	obj	R_rxn10062	optimal	1.590850572673007
./model.xml	obj	R_rxn10194	optimal	1.590850572672997
./model.xml	obj	R_rxn10195	optimal	1.590850572673014
./model.xml	obj	R_rxn10196	optimal	1.5908505726730073
./model.xml	obj	R_rxn10199	optimal	0.0
./model.xml	obj	R_rxn11546	optimal	1.5908505726730247
./model.xml	obj	R_rxn12206	optimal	1.5908505726730064
./model.xml	obj	R_rxn12432	optimal	1.5908505726730249
./model.xml	obj	R_rxn12562	optimal	1.4215168632110082
./model.xml	obj	R_rxn12879	optimal	0.0
./model.xml	obj	R_rxn12880	optimal	1.5908394780555706
./model.xml	obj	R_rxn12880_pphn	optimal	1.590850572673029
./model.xml	obj	R_rxn12892	optimal	0.0
./model.xml	obj	R_rxn13044	optimal	0.0
./model.xml	obj	R_rxn13107	optimal	1.5908394780573494
./model.xml	obj	R_rxn13107_pphn	optimal	1.5908505726730187
./model.xml	obj	R_rxn13108	optimal	1.5908394780573611
./model.xml	obj	R_rxn13108_pphn	optimal	1.5908505726730138
./model.xml	obj	R_rxn13787	optimal	1.5908505726730233
./model.xml	obj	R_rxn13792	optimal	1.5908505726730189
./model.xml	obj	R_rxn13796	optimal	1.5908505726730156
./model.xml	obj	R_rxn13797	optimal	1.590850572673012
./model.xml	obj	R_rxn13798	optimal	1.590850572673024
./model.xml	obj	R_rxn13801	optimal	1.5908505726730175
./model.xml	obj	R_rxn13804cyt	optimal	1.5908505726729123
./model.xml	obj	R_rxn13805	optimal	1.5908505726730193
./model.xml	obj	R_rxn13806	optimal	1.5908505726729585
./model.xml	obj	R_rxn13807	optimal	1.59085057267303
./model.xml	obj	R_rxn13813	optimal	1.5908505726730144
./model.xml	obj	R_rxn13823	optimal	1.590850572673024
./model.xml	obj	R_rxn13833	optimal	1.5908505726729705
./model.xml	obj	R_rxn13836	optimal	1.590850572673012
./model.xml	obj	R_rxn13841	optimal	1.5908505726730184
./model.xml	obj	R_rxn13853	optimal	1.590850572672997
./model.xml	obj	R_rxn13854	optimal	1.5908505726730144
./model.xml	obj	R_rxn13855	optimal	1.5908505726730136
./model.xml	obj	R_rxn13860	optimal	1.590850572673026
./model.xml	obj	R_rxn13866	optimal	0.0
./model.xml	obj	R_rxn13867	optimal	0.0
./model.xml	obj	R_rxn13868	optimal	0.0
./model.xml	obj	R_rxn13869	optimal	0.0
./model.xml	obj	R_rxn13870	optimal	0.0
./model.xml	obj	R_rxn13871	optimal	0.0
./model.xml	obj	R_rxn13873	optimal	-1.4397525352289167e-14
./model.xml	obj	R_rxn13876	optimal	1.5908505726729585
./model.xml	obj	R_rxn13877	optimal	1.5908505726730073
./model.xml	obj	R_rxn13878	optimal	0.0
./model.xml	obj	R_rxn13879	optimal	0.0
./model.xml	obj	R_rxn13888	optimal	1.590850572673007
./model.xml	obj	R_rxn13890	optimal	1.5908505726730058
./model.xml	obj	R_rxn13892	optimal	1.5908505726730138
./model.xml	obj	R_rxn13896	optimal	1.5908505726730102
./model.xml	obj	R_rxn13899	optimal	1.5908505726730233
./model.xml	obj	R_rxn13900	optimal	1.5908505726730127
./model.xml	obj	R_rxn13901	optimal	1.5908505726730076
./model.xml	obj	R_rxn13903	optimal	1.5908505726730116
./model.xml	obj	R_rxn13904	optimal	1.5908505726730293
./model.xml	obj	R_rxn13906	optimal	1.5908505726729585
./model.xml	obj	R_rxn13909	optimal	1.5908505726730249
./model.xml	obj	R_rxn13911	optimal	1.5908505726729985
./model.xml	obj	R_rxn13912	optimal	1.590850572673023
./model.xml	obj	R_rxn13913	optimal	1.590850572625776
./model.xml	obj	R_rxn13920	optimal	1.590850572673003
./model.xml	obj	R_rxn13922	optimal	1.5908505726713729
./model.xml	obj	R_rxn13923	optimal	1.5908505726730227
./model.xml	obj	R_rxn13924	optimal	1.590850572673007
./model.xml	obj	R_rxn13925	optimal	1.5908505726730184
./model.xml	obj	R_rxn13926	optimal	1.590850572673015
